

1539742980.848909156  Node Startup
1539742982.990164336 WARN [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:1059(main) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Waiting for laser_scans....
1539743098.845666612 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.021905 -0.021641 -0.016311]
1539743098.995652099 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 149.253998
1539743098.996178723 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.021731 -0.021652 -0.017456]
1539743098.996336278 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.021731 -0.021652 -0.017456]
1539743099.136133975 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 139.134003
1539743099.136652525 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.021746 -0.021671 -0.017111]
1539743099.136829039 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.021746 -0.021671 -0.017111]
1539743099.282778819 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 145.108994
1539743099.283287578 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.021774 -0.021632 -0.017709]
1539743099.283461435 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.021774 -0.021632 -0.017709]
1539743099.432018864 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 147.774994
1539743099.432524446 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.021626 -0.021423 -0.018744]
1539743099.432680646 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.021626 -0.021423 -0.018744]
1539743099.580105764 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 146.744995
1539743099.580624159 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.021547 -0.021346 -0.018399]
1539743099.580797495 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.021547 -0.021346 -0.018399]
1539743099.728611630 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 147.126007
1539743099.729122107 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022030 -0.021691 -0.017423]
1539743099.729298777 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022030 -0.021691 -0.017423]
1539743099.866430803 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 136.220001
1539743099.866951333 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.021970 -0.021614 -0.017768]
1539743099.867118679 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.021970 -0.021614 -0.017768]
1539743100.000267929 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 132.423996
1539743100.000786844 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.021965 -0.021705 -0.018744]
1539743100.000956691 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.021965 -0.021705 -0.018744]
1539743100.147400061 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 145.748001
1539743100.147909184 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022023 -0.021691 -0.018744]
1539743100.148073354 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022023 -0.021691 -0.018744]
1539743100.293717960 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 144.955994
1539743100.294220313 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022335 -0.021922 -0.018744]
1539743100.294396670 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022335 -0.021922 -0.018744]
1539743100.436051261 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 140.988007
1539743100.436567832 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022363 -0.021957 -0.018256]
1539743100.436730647 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022363 -0.021957 -0.018256]
1539743100.584191952 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 146.785004
1539743100.584698887 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022221 -0.021937 -0.017566]
1539743100.584859619 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022221 -0.021937 -0.017566]
1539743100.719031479 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 133.492004
1539743100.719566280 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022209 -0.021933 -0.017566]
1539743100.719732116 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022209 -0.021933 -0.017566]
1539743100.864996560 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 144.514999
1539743100.865517402 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022219 -0.021971 -0.016794]
1539743100.865691832 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022219 -0.021971 -0.016794]
1539743101.015209941 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 148.750000
1539743101.015863702 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022095 -0.021917 -0.014871]
1539743101.016069226 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022095 -0.021917 -0.014871]
1539743101.171515184 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 154.737000
1539743101.172031860 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022216 -0.022111 -0.015359]
1539743101.172200040 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022216 -0.022111 -0.015359]
1539743101.318732097 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 145.647003
1539743101.319351483 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022105 -0.022054 -0.015014]
1539743101.319547319 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022105 -0.022054 -0.015014]
1539743101.457884343 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 137.485992
1539743101.458410706 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022190 -0.022043 -0.013470]
1539743101.458589407 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022190 -0.022043 -0.013470]
1539743101.596867939 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 137.591995
1539743101.597417584 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022219 -0.022003 -0.012982]
1539743101.597610139 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022219 -0.022003 -0.012982]
1539743101.735343194 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 137.029999
1539743101.735880703 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022317 -0.022104 -0.013327]
1539743101.736052581 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022317 -0.022104 -0.013327]
1539743101.875899109 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 139.098999
1539743101.876618132 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022180 -0.022053 -0.013327]
1539743101.876931366 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022180 -0.022053 -0.013327]
1539743102.027974852 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 150.264999
1539743102.028565018 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022159 -0.022026 -0.011990]
1539743102.028827262 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022159 -0.022026 -0.011990]
1539743102.178147428 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 148.309006
1539743102.178669103 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022153 -0.022081 -0.011990]
1539743102.178858117 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022153 -0.022081 -0.011990]
1539743102.326471639 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 146.914001
1539743102.326988627 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022506 -0.022418 -0.011645]
1539743102.327147848 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022506 -0.022418 -0.011645]
1539743102.473052071 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 145.201996
1539743102.473569007 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022433 -0.022286 -0.011645]
1539743102.473740572 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022433 -0.022286 -0.011645]
1539743102.615917909 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 141.509995
1539743102.616435574 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022739 -0.022740 -0.012133]
1539743102.616615421 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022739 -0.022740 -0.012133]
1539743102.763313199 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 145.990005
1539743102.763873260 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022712 -0.022760 -0.013329]
1539743102.764055034 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022712 -0.022760 -0.013329]
1539743102.910611560 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 145.865997
1539743102.911149642 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022230 -0.022061 -0.012557]
1539743102.911323863 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022230 -0.022061 -0.012557]
1539743103.058580656 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 146.557007
1539743103.059104207 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022109 -0.022261 -0.012069]
1539743103.059277126 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022109 -0.022261 -0.012069]
1539743103.203506727 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 143.360992
1539743103.204019131 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.021767 -0.021927 -0.012759]
1539743103.204202988 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.021767 -0.021927 -0.012759]
1539743103.343907409 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 138.994995
1539743103.344425751 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022225 -0.022455 -0.012161]
1539743103.344600389 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022225 -0.022455 -0.012161]
1539743103.487311474 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 141.873993
1539743103.487836431 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:912(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] LASERodom = [-0.022204 -0.022369 -0.011816]
1539743103.488014038 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:943(PoseUpdate) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] BASEodom = [-0.022204 -0.022369 -0.011816]
1539743103.636284748 INFO [/home/ubuntu/Knight_car/catkin_ws/src/mapir-ros-pkgs/src/rf2o_laser_odometry/src/CLaserOdometry2D.cpp:244(odometryCalculation) [topics: /rosout, /tf, /rf2o_laser_odometry/odom] Time odometry (ms): 147.570999
